지점,일시,풍속(m/s),풍향(deg),GUST풍속(m/s),현지기압(hPa),습도(%),기온(°C),수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec),파향(deg)
22104,2016-01-01 00:00,7,351,10.6,1031.5,59,5.7,17.2,1.5,1,.7,3.8,287
22104,2016-01-01 01:00,6.8,333,9.6,1031.4,59,5.5,17.2,1.6,.9,.6,5.3,326
22104,2016-01-01 02:00,7.2,334,10,1031.2,56,5.3,17.2,1.5,.9,.7,5.8,340
22104,2016-01-01 03:00,5.8,351,8.2,1031.1,57,5.3,17.2,1.4,.9,.7,7.1,332
22104,2016-01-01 04:00,6.4,337,8.9,1031.2,60,5.2,17.2,1.6,1,.7,7.1,336
22104,2016-01-01 05:00,5.7,327,8.4,1030.9,61,5.1,17.2,1.1,.8,.6,5.3,173
22104,2016-01-01 06:00,5.4,321,7.6,1030.8,62,5,17.3,1.3,.8,.6,7.1,326
22104,2016-01-01 07:00,3.2,304,5.3,1030.6,60,5,17.2,1.1,.8,.5,6.4,347
22104,2016-01-01 08:00,3.3,354,5,1031.4,62,5.4,17.2,.9,.7,.5,6.4,328
22104,2016-01-01 09:00,3.5,335,5.7,1032,62,5.2,17.2,1,.7,.5,5.8,305
22104,2016-01-01 10:00,4.7,322,7.2,1032.9,66,5.1,17.3,1.4,.7,.5,5.3,290
22104,2016-01-01 11:00,3.7,337,6.2,1033.4,56,5.4,17.3,1.1,.6,.4,5.3,303
22104,2016-01-01 12:00,2.7,330,4.5,1033.4,55,6,17.3,.9,.6,.4,5.8,1
22104,2016-01-01 13:00,3.3,241,6.3,1031.7,53,6.6,17.4,1.1,.6,.5,5.3,350
22104,2016-01-01 14:00,4,243,6.5,1030.2,49,7,17.5,.7,.5,.4,6.4,69
22104,2016-01-01 15:00,4.4,258,6.7,1028.7,52,7.3,17.2,1,.6,.4,6.4,53
22104,2016-01-01 16:00,6.1,246,9.5,1027.9,54,7.4,17,1,.6,.5,3.6,232
