지점,일시,풍속(m/s),풍향(deg),GUST풍속(m/s),현지기압(hPa),습도(%),기온(°C),수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec),파향(deg)
22104,2015-01-01 00:00,9.9,320,14.1,1018.6,50,2.8,15.2,2,1.3,.9,7.1,109
22104,2015-01-01 01:00,10.6,314,16.6,1018.4,58,2.2,15.2,2.2,1.4,1,6.4,102
22104,2015-01-01 02:00,10,163,15.1,1018.3,53,1.4,15.1,2.2,1.4,1,7.1,245
22104,2015-01-01 03:00,9.1,307,14.2,1018.8,51,.9,15,,,,6.4,249
22104,2015-01-01 04:00,9.2,313,14.1,1019.2,52,.6,14.9,1.9,1.3,.9,6.4,111
22104,2015-01-01 05:00,11.3,327,16.4,1019.5,50,-.2,14.6,1.9,1.4,1,6.4,240
22104,2015-01-01 06:00,11.3,325,17.7,1019.5,50,-.4,14.3,2.2,1.5,1.1,4.6,224
22104,2015-01-01 07:00,11.9,311,17.2,1020,50,-1.4,14,2.5,1.6,1.2,4.3,244
22104,2015-01-01 08:00,11.3,306,17.5,1020.5,53,-1.3,13.9,2,1.5,1.1,4.3,246
22104,2015-01-01 09:00,12.3,304,17.1,1021.3,55,-1.3,14.4,1.8,1.1,.8,4.3,267
22104,2015-01-01 10:00,12.4,316,19.8,1021.7,57,-1.1,14.4,1.7,1.2,.9,3.2,255
22104,2015-01-01 11:00,14,239,20.7,1021.7,57,-.6,14.6,2.4,1.4,1,4,258
22104,2015-01-01 12:00,10.7,318,17.1,1020.7,50,-.7,14.8,1.9,1.4,1,4.3,247
22104,2015-01-01 13:00,8.7,319,12.9,1020.6,46,-.2,14.9,1.6,1.2,.9,7.1,353
22104,2015-01-01 14:00,8.4,228,12.5,1020.1,39,-.1,14.9,1.9,1.2,.9,7.1,324
22104,2015-01-01 15:00,7.2,230,11.3,1020.3,38,.5,14.9,1.9,1.3,.9,7.1,317
22104,2015-01-01 16:00,6.8,348,10.1,1020.9,34,.9,14.9,1.6,1.1,.8,5.8,130
22104,2015-01-01 17:00,7.2,283,11.6,1021.1,37,1.5,14.9,2,1.3,.9,8,339
22104,2015-01-01 18:00,7.5,283,11.8,1021.5,39,1.3,14.8,2.1,1.4,1,8,1
22104,2015-01-01 19:00,8.9,300,12.6,1022,40,1,14.8,2.2,1.4,1,8,342
22104,2015-01-01 20:00,7.2,299,12.4,1022.3,39,.8,14.9,1.9,1.3,.9,7.1,358
22104,2015-01-01 21:00,8.8,287,12.5,1023.2,42,.8,14.8,2.1,1.4,1,9.1,335
22104,2015-01-01 22:00,7.9,231,10.8,1023.6,45,.4,14.7,2.2,1.5,1.1,9.1,350
22104,2015-01-01 23:00,9.8,306,13.5,1023.4,51,.1,14.7,2.3,1.5,1,9.1,329
22104,2015-01-02 00:00,8.1,301,12.7,1023.1,50,-.4,14.5,2,1.4,1,8,333
22104,2015-01-02 01:00,10.4,315,15.2,1023.3,54,-.5,14.5,2.5,1.6,1.2,8,336
22104,2015-01-02 02:00,5.5,179,9.9,1023.6,53,-.9,14.6,2,1.4,1,8,290
22104,2015-01-02 03:00,6.6,329,9.6,1023.7,55,-.8,14.7,2.5,1.6,1.1,8,256
22104,2015-01-02 04:00,7.7,317,11.5,1023.2,58,-.5,14.7,2.1,1.4,1,8,263
22104,2015-01-02 05:00,7.7,329,11.6,1022.9,60,-.1,14.6,2,1.5,1.1,9.1,294
22104,2015-01-02 06:00,8.2,307,11.9,1022.4,60,.1,14.4,2.1,1.2,.9,8,334
22104,2015-01-02 07:00,6.7,306,9.3,1022.4,56,.5,14.3,2.2,1.4,1,9.1,342
22104,2015-01-02 08:00,4.6,286,7.8,1022.1,48,.7,14.3,1.8,1.2,.9,9.1,354
22104,2015-01-02 09:00,3.7,297,6.6,1022.8,52,.7,14.4,2.2,1.3,.9,9.1,10
22104,2015-01-02 10:00,3.4,307,5.4,1023.6,55,1.1,14.5,2.3,1.2,.8,9.1,332
22104,2015-01-02 11:00,6.8,306,12.6,1023.6,53,1.6,14.6,1.6,1,.7,8,330
22104,2015-01-02 12:00,6.9,318,10.5,1023,49,1.8,14.6,1.5,1,.7,9.1,352
22104,2015-01-02 13:00,4.4,299,8.7,1022.1,48,2.1,14.4,1.9,1.2,.8,9.1,347
22104,2015-01-02 14:00,6.3,294,10,1020.9,51,2.7,14.4,1.5,1.1,.8,8,356
22104,2015-01-02 15:00,7.9,283,13.9,1020.6,51,3.8,14.4,1.8,1,.7,8,358
22104,2015-01-02 16:00,8.1,289,11.8,1020.8,47,4.1,14.4,1.9,1.1,.8,5.3,161
22104,2015-01-02 17:00,9.6,311,13.9,1021.3,50,4.1,14.3,2.2,1.4,1,4,240
22104,2015-01-02 18:00,9,305,12.7,1022,47,3.8,14.3,2.2,1.4,1,8,328
22104,2015-01-02 19:00,6.9,347,10.7,1023.3,46,3,14.3,2.1,1.3,.9,5.3,134
22104,2015-01-02 20:00,6.1,239,8.8,1024.2,42,2.2,14.1,1.7,1.2,.8,5.8,140
22104,2015-01-02 21:00,7,333,10.3,1024.7,42,2,14.1,1.8,1.1,.8,8,316
22104,2015-01-02 22:00,9.2,324,13,1025.1,42,1.6,13.9,2,1.2,.9,8,27
22104,2015-01-02 23:00,9,353,13.5,1025.2,41,1.2,14,1.5,1.2,.9,7.1,325
22104,2015-01-03 00:00,7,342,10.2,1025.1,41,.8,13.9,1.8,1.1,.8,7.1,334
22104,2015-01-03 01:00,6.7,318,9.7,1025.3,47,.7,13.8,1.8,1.1,.7,8,315
22104,2015-01-03 02:00,5.8,335,9.1,1025.5,43,.5,13.9,1.7,1.1,.8,8,306
22104,2015-01-03 03:00,4.9,352,7.6,1025.1,46,.3,13.9,2,1.2,.9,8,256
22104,2015-01-03 04:00,6.4,165,9.3,1024.8,45,.6,13.9,2,1.5,1.1,8,258
22104,2015-01-03 05:00,5.7,323,8.8,1024.5,42,.6,14,1.9,1.2,.8,8,251
22104,2015-01-03 06:00,4.1,163,6,1024.3,46,.6,14.2,1.8,1.1,.8,8,251
22104,2015-01-03 07:00,4.3,333,6.7,,48,.8,14.2,1.8,1.1,.8,7.1,251
22104,2015-01-03 08:00,2.3,322,5.4,1024.7,49,1.8,14.3,1.8,1,.7,6.4,352
22104,2015-01-03 09:00,4.8,310,6.9,1024.9,50,1.4,14.3,1.7,1,.7,8,316
22104,2015-01-03 10:00,4.2,339,6.3,1025,45,1.5,14.3,1.5,1.1,.8,9.1,314
22104,2015-01-03 11:00,1.5,307,3.6,1025.2,44,1.8,14.2,1.5,1,.7,8,326
22104,2015-01-03 12:00,2.5,172,5,1024.2,52,3,14,1.5,1,.7,9.1,330
22104,2015-01-03 13:00,1.7,239,3.8,1022.7,44,3,13.9,1.5,1.2,.8,9.1,331
22104,2015-01-03 14:00,.7,352,2.4,1022,48,3.7,13.8,1.6,1,.7,8,323
22104,2015-01-03 15:00,1.6,268,3.1,1021.4,48,4.5,13.9,1.6,1.2,.8,8,322
22104,2015-01-03 16:00,3.7,239,5.9,1021,47,4.8,13.9,1.5,1.1,.8,9.1,19
22104,2015-01-03 17:00,3.6,248,6.2,1020.6,44,5.3,13.9,1.7,1.2,.8,8,48
22104,2015-01-03 18:00,7,251,10,1020.9,45,5.5,13.8,1.7,1.1,.8,8,26
22104,2015-01-03 19:00,4.9,264,7.2,1020.4,55,5.1,13.8,1.5,.9,.7,8,19
22104,2015-01-03 20:00,6.8,268,9.8,1020.3,57,6.5,13.8,1.4,.9,.6,8,39
22104,2015-01-03 21:00,8.3,279,11.4,1020.2,54,6.9,13.8,1.5,1.1,.7,8,204
22104,2015-01-03 22:00,10.1,249,13.2,1019.6,61,7.1,14,1.7,1,.7,3.8,209
22104,2015-01-03 23:00,10.5,267,13.8,1019.2,57,6.9,14.1,1.9,1.1,.8,8,44
22104,2015-01-04 00:00,6.9,247,9.5,1019.3,54,6.8,14.2,1.8,1.1,.8,4,211
22104,2015-01-04 01:00,7.2,304,11.4,1018.9,63,7.2,14.2,1.5,1,.7,4.3,159
22104,2015-01-04 02:00,6.1,275,9.2,1018.7,67,7.3,14.1,1.5,.9,.7,8,14
22104,2015-01-04 03:00,8.1,295,11.4,,68,7.5,14,1.1,.8,.6,7.1,346
22104,2015-01-04 04:00,6.7,288,8.9,1018.3,70,7.9,14.2,1.2,.9,.6,7.1,334
22104,2015-01-04 05:00,4.2,288,7.1,1018,66,7.8,14.2,1.1,.7,.5,7.1,238
22104,2015-01-04 06:00,1.4,36,3.1,1017.9,67,6.7,14.1,1.1,.6,.5,7.1,242
22104,2015-01-04 07:00,.3,245,1.7,1017.5,68,7.1,14,.9,.6,.4,5.8,248
22104,2015-01-04 08:00,1.7,14,2.6,1017.9,69,7.6,13.9,.8,.6,.4,7.1,233
22104,2015-01-04 09:00,1.5,31,2.5,1018.3,69,7.5,13.9,.8,.5,.4,8,323
22104,2015-01-04 10:00,1.4,308,4,1018.5,68,7.7,13.9,.7,.5,.4,7.1,336
22104,2015-01-04 11:00,1.2,283,2.4,1018.5,68,8.2,14.1,.9,.6,.4,8,136
22104,2015-01-04 12:00,1.9,240,3.2,1017.6,70,8.9,14.3,.8,.5,.4,3.8,127
22104,2015-01-04 13:00,2.7,258,4.7,1016.5,70,9.9,14.5,.8,.6,.4,4.3,111
22104,2015-01-04 14:00,5.7,259,7.6,1015.6,69,10.2,14.3,.9,.6,.4,4.6,180
22104,2015-01-04 15:00,5.9,245,8.2,1015.7,70,10.3,14.3,1,.7,.5,4.6,197
22104,2015-01-04 16:00,6.3,250,8.3,1015.9,68,10.6,14.3,1.3,.7,.5,4.9,217
22104,2015-01-04 17:00,6.4,252,8.4,1016.4,66,10.7,14.2,1,.7,.5,4.9,210
22104,2015-01-04 18:00,5.4,260,7.3,1016.8,61,10.7,14.1,1.2,.7,.5,5.3,153
22104,2015-01-04 19:00,4.6,276,6.1,1017.2,63,10.5,14.2,1.1,.6,.5,4.9,182
22104,2015-01-04 20:00,4.7,268,6,1017.3,65,10.5,14.1,1.2,.7,.5,5.3,199
22104,2015-01-04 21:00,4.3,279,5.8,1017.9,64,10.7,14.1,1,.7,.5,5.3,191
22104,2015-01-04 22:00,3.7,336,5.7,1018.5,65,10.4,14.1,1.1,.7,.5,4.9,191
