지점,일시,풍속(m/s),풍향(deg),GUST풍속(m/s),현지기압(hPa),습도(%),기온(°C),수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec),파향(deg)
22105,2001-01-28 15:00,8.3,264,10.2,1023,58,19.3,23.6,3.3,1.6,,4.4,304
22105,2001-05-18 00:00,5.2,22,6,1004.8,72,18.7,16.3,1.7,.9,,4.3,25
22105,2001-05-18 01:00,5,45,6.2,1004.7,75,18.2,16.3,2.3,1,,4.5,14
22105,2001-05-18 02:00,5.3,57,6.7,1004.3,71,18.5,16.2,1.5,.7,,4.4,5
22105,2001-05-18 03:00,4.8,51,5.5,1004.1,69,18.7,16.2,1.6,1,,4.7,3
22105,2001-05-18 04:00,2.5,61,4.3,1004.5,63,19.4,16.1,1.7,1,,4.6,4
22105,2001-05-18 05:00,8.5,40,9.8,1003.8,59,19.8,16,2.3,1.1,,4.6,13
22105,2001-05-18 06:00,5.1,33,6.7,1003.9,63,19.2,16,1.7,.9,,4.2,6
22105,2001-05-18 07:00,7.8,49,8.9,1003.1,57,19.7,16,2.4,1.1,,4.5,4
22105,2001-05-18 08:00,10,47,11.4,1002.6,53,20.1,16,2.4,1.1,,4,15
22105,2001-05-18 09:00,9.5,31,10.6,1002.7,69,18.7,16,2.3,1.1,,4.3,5
22105,2001-05-18 11:00,8.9,9,10.4,1002.9,71,18.3,16.1,3.3,1.6,,4.2,13
22105,2001-05-18 14:00,9.1,24,10.8,1001.1,82,18.3,16.3,3.4,1.6,,4.5,14
22105,2001-05-18 19:00,6.4,47,8,1001,87,17.7,16.2,3.9,1.9,,5.1,25
22105,2001-05-19 11:00,2.7,356,3.4,1007,87,18,17,2,.9,,4.5,344
22105,2001-05-19 13:00,3.5,317,4,1006.6,89,18.3,17.6,1.1,.5,,4.2,2
22105,2001-05-19 19:00,7.2,357,8.2,1003.8,90,18.1,16.9,.9,.4,,3.4,354
22105,2001-05-20 09:00,2.7,33,3.5,1006.6,82,18.6,16.6,1,.5,,4.5,337
22105,2001-05-20 11:00,3.4,8,3.9,1006.6,84,18.9,17.2,1,.5,,4.4,344
22105,2001-05-20 12:00,2.6,41,3.3,1006.3,81,19.2,17.3,1.1,.5,,4.5,354
22105,2001-05-20 14:00,3.1,1,3.7,1005.5,87,18.8,17.8,1,.4,,4.3,4
22105,2001-05-20 15:00,4.6,357,5.7,1005.1,87,19,17.7,1.2,.5,,4.2,355
22105,2001-05-20 16:00,6.1,188,6.8,1004.8,88,18.7,17.6,.9,.4,,4.3,353
22105,2001-05-20 17:00,6.1,9,7.4,1004.7,87,18.7,17.2,.9,.4,,3.7,355
22105,2001-05-20 18:00,5.9,0,6.6,1004.4,89,18.4,17.1,.8,.4,,3.8,345
22105,2001-05-20 19:00,5.4,9,6.3,1004.5,87,18.7,17,.9,.4,,4.1,353
22105,2001-05-20 20:00,5.5,6,6.6,1004.7,84,18.9,17,.8,.4,,3.9,354
22105,2001-05-20 21:00,5,30,5.6,1005.1,87,18.5,17,1.1,.5,,4.1,4
22105,2001-05-20 22:00,6.8,32,8,1005.4,86,18.4,16.8,2.3,1,,4.5,4
22105,2001-05-20 23:00,5.3,224,6.1,1005.6,87,18.2,16.7,1.6,.7,,4.2,4
