지점,일시,풍속(m/s),풍향(deg),GUST풍속(m/s),현지기압(hPa),습도(%),기온(°C),수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec),파향(deg)
22104,2002-01-01 00:00,9.6,250,12.4,1015.8,63,11.9,13.2,1.7,.6,,11,270
22104,2002-01-01 01:00,8.4,242,11.1,1015.2,66.6,11.9,12.9,1.8,.6,,10.9,270
22104,2002-01-01 02:00,8.8,248,10.9,1014.6,69.8,12.2,12.5,1.9,.6,,9.5,247.5
22104,2002-01-01 03:00,8.8,254,11.9,1013.8,71.1,12.3,12.4,1.9,.8,,10.2,247.5
22104,2002-01-01 04:00,8.1,269,11.3,1013.1,72.8,11.2,12.4,2.3,.7,,10.2,247.5
22104,2002-01-01 05:00,9.2,247,11.6,1012.3,78.1,11,12.4,2.4,.7,,10.2,270
22104,2002-01-01 06:00,7.1,288,9.9,1011.8,71.9,10.8,12.4,1.9,.7,,10.2,247.5
22104,2002-01-01 07:00,7,282,9.3,1011.8,70.6,10.1,12.5,2.2,.7,,10.9,270
22104,2002-01-01 08:00,6.9,315,8.8,1012.7,69.7,9.6,12.9,2.3,.6,,11.8,247.5
22104,2002-01-01 09:00,8.6,310,11.3,1013.6,71.5,8.7,13.1,2.2,.7,,9.5,225
22104,2002-01-01 10:00,7.5,335,10.2,1014.8,75.8,7.7,13.1,1.8,.7,,11.8,225
22104,2002-01-01 11:00,8.9,344,11.8,1015.2,76,6.8,13.1,1.9,.7,,11.8,315
22104,2002-01-01 12:00,10.1,330,12.9,1014.4,58.1,6.6,13,2.3,.7,,10.9,270
22104,2002-01-01 13:00,7.8,331,10.9,1014.5,56.5,6.5,12.9,1.9,.7,,10.9,292.5
22104,2002-01-01 14:00,8.3,322,11.4,1015,42.5,6.1,12.4,1.6,.6,,10.9,135
22104,2002-01-01 15:00,8.4,335,11.9,1015.8,44.2,5.7,12.7,1.6,.6,,10.9,292.5
22104,2002-01-01 16:00,9.1,342,11.8,1016.7,43.5,5.1,12.6,2,.6,,10.9,157.5
22104,2002-01-01 17:00,9.5,344,12.4,1017.6,42.1,4.5,12.6,1.9,.8,,10.2,225
22104,2002-01-01 18:00,8.6,325,12.1,1018.4,39.6,4.3,12.6,1.9,.6,,10.2,180
22104,2002-01-01 19:00,8,312,10.8,1019,43.2,3.8,12.6,1.8,.6,,10.2,270
