지점,일시,풍속(m/s),풍향(deg),GUST풍속(m/s),현지기압(hPa),습도(%),기온(°C),수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec),파향(deg)
22103,2017-01-01 00:00,4,353,5.5,1029.2,67,10,14,.6,.3,.2,3.2,118
22103,2017-01-01 01:00,4.7,310,6.2,1029.1,70,10.1,13.9,.6,.4,.3,3,163
22103,2017-01-01 02:00,4.7,352,6.9,1029.5,73,10.2,13.7,.6,.4,.3,9.1,260
22103,2017-01-01 03:00,6.1,4,9.4,1029.5,69,10.2,13.6,.6,.4,.3,2.4,197
22103,2017-01-01 04:00,3.7,349,5,1029.1,69,10.2,13.7,.6,.4,.3,2.3,205
22103,2017-01-01 05:00,4.4,337,6.6,1029.1,75,10.2,15,.6,.3,.2,2.9,216
22103,2017-01-01 06:00,4.7,335,6.3,1028.9,70,10.3,14.8,.5,.4,.3,2.1,254
22103,2017-01-01 07:00,4.2,327,5.4,1029,69,10,14.5,.6,.3,.2,2,218
22103,2017-01-01 08:00,4.4,344,6.2,1029.8,67,9.3,14.5,.5,.3,.2,9.1,60
22103,2017-01-01 09:00,4.6,334,6.5,1030,67,9.5,14.5,.5,.3,.2,10.7,80
22103,2017-01-01 10:00,3.8,356,5.7,1030.2,65,9.6,14.3,.5,.4,.3,2.4,217
22103,2017-01-01 11:00,4.2,358,5.6,1030.5,65,9.6,14.7,.6,.4,.3,9.1,307
22103,2017-01-01 12:00,3.8,351,5.7,1030.1,66,9.5,14.2,.6,.4,.2,2.2,134
22103,2017-01-01 13:00,3.9,327,5.2,1029.1,67,9.5,13.2,.6,.4,.3,5.3,199
22103,2017-01-01 14:00,3.6,343,5.4,1028.5,67,9.8,13.4,.5,.3,.2,2.8,147
22103,2017-01-01 15:00,2.9,340,4.3,1027.5,67,10,13.4,.6,.3,.2,9.1,91
22103,2017-01-01 16:00,1.5,349,2.8,1026.9,67,10.2,13.6,.5,.3,.2,9.1,56
22103,2017-01-01 17:00,1.1,341,2.2,1026.6,67,10.5,13.7,.4,.3,.2,9.1,40
22103,2017-01-01 18:00,.2,70,1.2,1026.3,70,10.5,14.6,.5,.2,.2,4.6,323
22103,2017-01-01 19:00,1.5,333,2.8,1025.6,66,11.1,15.4,.4,.3,.2,6.4,123
22103,2017-01-01 20:00,1.3,358,2.5,1025.6,67,11.1,16.8,.5,.3,.2,10.7,46
22103,2017-01-01 21:00,3.1,315,4.5,1025.7,67,11.9,16.7,.4,.2,.2,9.1,278
22103,2017-01-01 22:00,4.3,289,6.5,1025.7,64,12.3,16.9,.5,.3,.2,9.1,115
22103,2017-01-01 23:00,2.8,284,4.2,1025.1,68,12.5,16.8,.5,.3,.2,9.1,117
22103,2017-01-02 00:00,3.5,347,5.2,1024.4,70,12.4,16.4,.4,.3,.2,9.1,82
22103,2017-01-02 01:00,2.9,351,3.9,1024,70,12.4,16,.4,.3,.2,9.1,211
22103,2017-01-02 02:00,3.2,355,4.6,1023.8,76,12.2,16.1,.5,.3,.2,9.1,23
22103,2017-01-02 03:00,4,330,5.1,1023.3,69,12.3,14,.4,.3,,9.1,61
22103,2017-01-02 04:00,3.8,357,4.9,1023.4,70,11.9,12.9,.6,.3,,2.1,219
22103,2017-01-02 05:00,3.3,336,4.1,1023,72,11.9,15.8,.4,.3,,9.1,15
22103,2017-01-02 06:00,3.7,19,4.8,1022.6,73,11.9,15.1,.5,.2,,9.1,349
22103,2017-01-02 07:00,3.8,349,5,1022.9,77,11.8,14.7,.5,.3,,9.1,16
22103,2017-01-02 08:00,3,344,4.5,1023.1,81,11.9,14.8,.5,.3,,9.1,50
22103,2017-01-02 09:00,5.2,4,6.6,1023.1,76,11.8,16.5,.5,.3,,9.1,31
22103,2017-01-02 10:00,3,348,3.8,1023.6,72,11.4,16.7,.6,.3,,9.1,193
22103,2017-01-02 11:00,2.1,43,3.1,1023.6,72,11.1,16.7,.4,.3,,9.1,41
22103,2017-01-02 12:00,.3,313,1.1,1023,71,11.7,16.6,.5,.2,,9.1,272
22103,2017-01-02 13:00,3.3,338,4.3,1022.6,65,12,16.6,.4,.3,,9.1,53
22103,2017-01-02 14:00,2.4,338,3.2,1021.5,61,11.9,16,.4,.3,,9.1,65
22103,2017-01-02 15:00,2.3,303,3.4,1021.1,69,12.3,16.8,.4,.2,,9.1,106
22103,2017-01-02 16:00,3.3,302,4.7,1021.1,63,13.1,16.9,.4,.2,,9.1,125
22103,2017-01-02 17:00,5.1,297,6.6,1021.6,62,13.5,17,.5,.3,,9.1,96
22103,2017-01-02 18:00,4.7,307,6.1,1021.8,67,13.9,16.9,.6,.3,,2,244
22103,2017-01-02 19:00,5,293,6.4,1022.2,71,14.3,16.4,.5,.4,.3,2,198
22103,2017-01-02 20:00,6.7,321,8.6,1022.2,68,14.1,16.1,.8,.5,.3,2.5,190
22103,2017-01-02 21:00,6.6,331,8,1022.4,70,13.9,16,.8,.5,.4,2.7,192
22103,2017-01-02 22:00,6.8,338,8.6,1022.5,74,13.8,15.7,.9,.6,.4,2.9,211
22103,2017-01-02 23:00,7.2,331,9,1022.4,74,13.4,15.4,.9,.6,.4,3,196
22103,2017-01-03 00:00,8.7,317,10.6,1022.3,74,13.1,15.2,1,.6,.4,3.4,185
