지점,일시,풍속(m/s),풍향(deg),GUST풍속(m/s),현지기압(hPa),습도(%),기온(°C),수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec),파향(deg)
22104,2003-01-01 00:00,10.2,324,13.1,1021.4,60.4,3.4,15.5,1.9,.8,,9,319
22104,2003-01-01 01:00,9.7,325,11.9,1021.3,59.5,2.9,15.5,2.5,.7,,9,335
22104,2003-01-01 02:00,8.8,320,11.9,1021.3,60.5,2.6,15.5,2.7,.9,,9,247
22104,2003-01-01 03:00,9.5,320,11.6,1020.9,62.5,2.3,15.4,2.2,.8,,9,272
22104,2003-01-01 04:00,11.2,334,14,1020.3,66.2,2.2,15.3,2.2,.8,,8,292
22104,2003-01-01 05:00,11.3,327,14.1,1020.4,66.5,1.7,15.2,2.6,.9,,9,316
22104,2003-01-01 06:00,10.7,319,13.6,1021.1,65.3,1.6,15.1,2.7,.9,,8.5,47
22104,2003-01-01 07:00,10.8,324,14.3,1021.9,69,1.1,15.2,3.3,.9,,8.5,43
22104,2003-01-01 08:00,13.4,322,15.9,1021.6,71.9,1.5,15.2,2.8,1,,9,338
22104,2003-01-01 09:00,11,329,14.3,1022.6,71.5,1.6,15.3,2.6,.8,,9,316
22104,2003-01-01 10:00,12.6,333,15.1,1022.6,66.5,1.6,15.4,2.1,.8,,9,201
22104,2003-01-01 11:00,10.8,321,13.4,1022.9,60.1,1.6,15.4,2,.7,,9,290
22104,2003-01-01 12:00,9.1,321,11.7,1022.7,51.9,2.2,15.4,1.6,.6,,9,316
22104,2003-01-01 13:00,7.3,319,10.4,1022.7,46.7,3,15.3,1.8,.5,,9.5,318
22104,2003-01-01 14:00,7.1,319,10.2,1022.4,44.3,3.9,15.6,1.6,.6,,8,316
22104,2003-01-01 15:00,8.8,324,11.8,1022.8,41.2,4.8,16.2,1.8,.6,,9,158
22104,2003-01-01 16:00,8,340,11.3,1023.2,38.3,5.2,16.3,1.7,.6,,8,317
22104,2003-01-01 17:00,5.5,321,8.2,1023.8,34.5,5.1,16.3,1.8,.6,,8.5,298
22104,2003-01-01 18:00,4.1,314,6.3,1024.6,34.7,4.9,16.3,1.9,.5,,0,279
22104,2003-01-01 19:00,6.4,309,8.4,1025.6,41.9,4.7,16.3,1.6,.5,,8.5,296
