지점,일시,풍속(m/s),풍향(deg),GUST풍속(m/s),현지기압(hPa),습도(%),기온(°C),수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec),파향(deg)
21229,2011-12-28 00:00,2.1,304,4.2,1031,45,6.2,11.9,3.7,2.2,1.1,6.4,103
21229,2011-12-28 01:00,4.5,293,6.9,1030.6,51,6.2,11.7,3.6,2.2,1.1,4.3,82
21229,2011-12-28 02:00,4.6,277,7.2,1030.4,42,6.5,12.4,3.4,2.1,1,4.9,206
21229,2011-12-28 03:00,3.2,285,6,1030.4,40,6.5,13.2,3.3,2.1,1,4.6,8
21229,2011-12-28 04:00,2.7,276,4.6,1030.5,41,6.7,13.3,2.6,1.9,1,9.1,37
21229,2011-12-28 05:00,2.2,300,4.6,1029.8,42,6.8,13.2,2.4,1.7,.8,5.3,79
21229,2011-12-28 06:00,1.7,280,3.2,1029.4,44,6.9,13.1,2.6,1.6,.8,8,39
21229,2011-12-28 07:00,4.4,249,6.2,1029,46,7.6,12.8,2.9,1.4,.7,5.8,146
21229,2011-12-28 08:00,3.1,273,6.4,1028.9,47,7.6,12.3,2.2,1.5,.8,7.1,35
21229,2011-12-28 09:00,4.1,298,6.8,1028.9,45,8,12,2.2,1.5,.7,4.9,131
21229,2011-12-28 10:00,4.2,293,6.8,1029,41,8.2,12.4,2.4,1.4,.7,4.9,16
21229,2011-12-28 11:00,3.5,303,6.1,1028.8,40,8.3,13.6,2.4,1.5,.7,5.3,54
21229,2011-12-28 12:00,2.8,298,5,1027.7,36,8.6,14.3,2.1,1.3,.6,5.3,180
21229,2011-12-28 13:00,3.7,321,6.7,1026.6,48,8.5,14.7,2.1,1.1,.5,5.8,110
21229,2011-12-28 14:00,3.3,302,5.3,1025.5,44,8.7,14.8,1.6,1.2,.6,9.1,45
21229,2011-12-28 15:00,3,286,5.6,1025.4,45,9,14.8,2.1,1.2,.6,4.9,92
21229,2011-12-28 16:00,4.4,291,7.4,1025.7,41,9.1,14.8,1.7,1.1,.6,4.9,112
21229,2011-12-28 17:00,6.3,278,8.9,1025,47,9.3,14.8,2,1.3,.6,5.3,95
21229,2011-12-28 18:00,6.1,282,8.9,1024.9,46,9.4,14.9,1.9,1.2,.6,4.3,109
21229,2011-12-28 19:00,6.2,268,9.5,1024.7,44,9.6,15,1.7,1.1,.6,4.9,119
21229,2011-12-28 20:00,6.5,274,9,1024.1,44,9.9,15.1,1.5,1,.5,4.9,124
21229,2011-12-28 21:00,8.1,258,10.7,1023.6,49,10.5,15.1,1.6,1.1,.6,4,295
21229,2011-12-28 22:00,8.8,281,11.5,1023.1,49,10.5,15,1.7,1.1,.6,4.9,147
21229,2011-12-28 23:00,7.1,284,11.4,1023,53,9.7,13.9,2,1,.5,4.9,145
21229,2011-12-29 00:00,8.7,274,13.8,1023,52,9.8,13.2,2,1.2,.6,4.3,326
21229,2011-12-29 01:00,8,295,13.8,1022.2,49,9.8,13.1,2.4,1.3,.7,4.9,4
21229,2011-12-29 02:00,8.5,294,14,1021.7,49,9.8,13.1,2.5,1.6,.8,3,348
21229,2011-12-29 03:00,9.3,293,13.5,1022,46,9.9,13.7,2.7,1.7,.9,2.9,283
21229,2011-12-29 04:00,10.5,302,14.1,1021.4,50,9.9,13.9,2.4,1.4,.7,3,326
21229,2011-12-29 05:00,11.6,305,16.4,1021.1,45,9.7,14,2.7,1.7,.8,3,220
21229,2011-12-29 06:00,12.7,316,15.9,1021.7,50,9.5,14.3,3,1.9,1,3.6,340
21229,2011-12-29 07:00,12.7,327,17.1,1022.3,61,8.3,14.4,3.1,1.7,.9,5.8,342
21229,2011-12-29 08:00,10.2,1,13.7,1022.7,64,7.8,14.4,2.5,1.6,.8,3.4,339
21229,2011-12-29 09:00,6.3,350,10,1023.5,62,7.1,14.4,3,1.6,.8,3.4,157
21229,2011-12-29 10:00,8.6,29,12.2,1023.5,71,6.6,14.3,2.3,1.5,.8,3.4,215
21229,2011-12-29 11:00,12.7,12,15.9,1024.3,87,4.7,14.2,3.3,2.1,1,4.3,348
21229,2011-12-29 12:00,11.5,19,14.1,1024.4,76,4.8,14.2,4.2,2.7,1.3,4.6,356
21229,2011-12-29 14:00,11.4,21,14,1024.1,72,4,14.2,5,2.7,1.3,4.6,332
21229,2011-12-29 15:00,12.5,19,15.7,1024.7,71,3.7,14.2,4.5,2.9,1.5,4.6,356
21229,2011-12-29 16:00,11.7,23,15.4,1025.3,68,3.6,14.2,4.1,2.7,1.3,4.6,2
21229,2011-12-29 17:00,11,18,14.5,1025.9,68,3.5,14.2,4.4,2.7,1.4,8,2
21229,2011-12-29 18:00,10.6,20,15.3,1027.1,66,3.5,14.2,4.1,2.5,1.2,4.3,11
21229,2011-12-29 19:00,11,22,13.6,1027.4,65,3.5,14.1,3.8,2.6,1.3,4.9,153
21229,2011-12-29 20:00,11.6,19,14.2,,63,3.7,14,4.4,2.4,1.2,4.9,8
21229,2011-12-29 21:00,8.4,15,12.1,1028.5,57,3.5,14,3.5,2.3,1.2,4.6,2
21229,2011-12-29 22:00,8.6,16,11.6,1028.2,56,3.5,13.9,3.7,2.3,1.1,4.6,356
21229,2011-12-29 23:00,7.7,9,12,1028.4,54,3.5,14,4.4,2.1,1.1,4.3,2
21229,2011-12-30 00:00,8.7,4,12.1,1028.6,47,3.6,14,3.8,2.2,1.1,4.6,348
21229,2011-12-30 01:00,8.2,4,11.4,1028.4,48,3.8,13.9,3,1.8,.9,4,358
21229,2011-12-30 02:00,8.1,10,12,1028.4,52,4.2,14.3,2.9,1.9,1,4.3,74
21229,2011-12-30 04:00,7.7,17,11.5,1028.7,53,4.8,14.5,2.8,1.8,.9,4.3,295
21229,2011-12-30 05:00,8.9,17,12,1028.3,51,5,14.5,2.8,1.9,1,4.3,286
21229,2011-12-30 06:00,7.9,13,11.2,1028.8,48,5.1,14.5,2.9,1.8,.9,9.1,7
21229,2011-12-30 07:00,7.5,19,11.7,1029.1,50,4.9,14.5,2.7,1.8,.9,4.3,58
21229,2011-12-30 08:00,7.5,18,11,1030,50,4.9,14.5,3,1.8,.9,3.6,259
21229,2011-12-30 09:00,7.4,8,10.5,1030.5,52,5.1,14.5,3.4,1.7,.9,4.3,218
21229,2011-12-30 10:00,6.6,24,8.8,1030.9,49,5.1,14.4,3.5,1.8,.9,8,20
21229,2011-12-30 11:00,6.7,23,9.6,1030,51,5.1,14.4,2.8,2,1,4.3,359
21229,2011-12-30 12:00,7.5,15,9.7,1029.4,53,5.3,14.4,3.4,1.9,1,4.3,31
21229,2011-12-30 13:00,7.5,26,10,1028.7,51,5.4,14.4,3.6,2.1,1.1,9.1,24
21229,2011-12-30 14:00,6.7,19,9.1,1028.5,51,5.4,14.4,4.2,2.3,1.1,4.3,354
21229,2011-12-30 15:00,7.3,36,10.2,1028.1,52,5.4,14.4,3.4,2.1,1.1,9.1,21
21229,2011-12-30 16:00,6.4,24,10.2,1028.5,51,5.4,14.3,3.4,2.2,1.1,4.9,358
21229,2011-12-30 17:00,6.8,33,9.1,1028.6,55,5.4,14.3,4.2,2.4,1.2,4.9,333
21229,2011-12-30 18:00,6.4,58,9.2,1028.8,55,5.2,14.3,3.7,2.2,1.1,5.3,351
21229,2011-12-30 19:00,6.8,51,9.9,1029.1,58,5.3,14.2,3.2,2.4,1.2,4.6,24
21229,2011-12-30 20:00,5.3,47,8.3,1029.6,57,5.1,14.2,3.9,2.2,1.1,4.9,333
21229,2011-12-30 21:00,4.1,73,7.7,1029.5,55,5.1,14.2,3.5,2.4,1.2,9.1,22
21229,2011-12-30 22:00,4.2,61,7,1029.2,58,5.3,14.2,3.3,2,1,4.9,357
21229,2011-12-30 23:00,3.6,47,6.9,1029.2,59,5,14.4,3.1,1.7,.9,4.6,331
21229,2011-12-31 00:00,2.9,50,4.9,1028.7,60,5.1,14.5,2.8,1.8,.9,4.3,268
21229,2011-12-31 01:00,2.1,43,4.2,1028.1,56,5.4,14.5,3,1.7,.8,4.9,51
21229,2011-12-31 02:00,2.5,82,4.3,1027.6,57,5.8,14.5,2.7,1.7,.9,4.9,31
21229,2011-12-31 03:00,1.6,121,4.2,1027.5,55,6.1,14.5,2.7,1.6,.8,4.6,56
21229,2011-12-31 04:00,2.4,103,4.6,1026.9,56,6.5,14.4,2.9,1.6,.8,4.6,326
21229,2011-12-31 05:00,2.7,126,5.9,1026.4,58,6.7,14.5,2.4,1.6,.8,4.6,57
21229,2011-12-31 06:00,2.5,130,4.7,1026.3,68,6.1,14.5,2.8,1.5,.8,5.3,63
21229,2011-12-31 07:00,4.1,145,7.4,1025.7,60,7.8,14.5,2.8,1.8,.9,4.9,62
21229,2011-12-31 08:00,6.3,153,9,1025.9,69,7.6,14.6,2.7,1.5,.8,5.3,42
21229,2011-12-31 09:00,5,187,8,1026.2,70,7.3,14.6,2.7,1.5,.8,5.3,96
21229,2011-12-31 10:00,2.6,160,4.4,1025.4,64,8.2,14.5,2.4,1.5,.7,5.3,5
21229,2011-12-31 11:00,3.3,177,5.6,1025.3,56,9.3,14.5,2.5,1.6,.8,4.9,97
21229,2011-12-31 12:00,4.6,228,7.4,1024,26,10,14.5,2.9,1.6,.8,4.9,88
21229,2011-12-31 13:00,6.4,248,8.6,1022.8,33,9.8,14.4,2.4,1.5,.8,4.9,123
21229,2011-12-31 14:00,5.7,252,9,1022.1,31,9.8,15.2,2.4,1.4,.7,4.9,153
21229,2011-12-31 15:00,5.2,246,7.2,1021.7,42,9.7,15.4,2.4,1.4,.7,4,140
