지점,일시,풍속(m/s),풍향(deg),GUST풍속(m/s),현지기압(hPa),습도(%),기온(°C),수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec),파향(deg)
22107,2015-01-01 00:00,14,334,19.4,1023.9,64,7.1,16.4,7.4,4.2,2.1,8,358
22107,2015-01-01 01:00,13,326,18.4,1023.8,57,7.3,16.2,6.5,4.6,2.3,9.1,349
22107,2015-01-01 02:00,15.3,320,22.8,1023.7,86,5.5,16.3,5.5,3.7,1.9,8,357
22107,2015-01-01 03:00,15.1,315,19.7,1023.8,81,6.2,16.3,6.6,4,2,8,348
22107,2015-01-01 04:00,15.9,313,22.5,1024.2,70,6.2,16.3,6.9,5,2.5,9.1,0
22107,2015-01-01 05:00,14.3,304,20.5,1023.9,61,6,16.3,8.3,4.7,2.4,9.1,342
22107,2015-01-01 06:00,13.7,340,22,1024.1,66,5.3,16.3,6.8,4.4,2.2,9.1,333
22107,2015-01-01 07:00,4.7,72,21,1024,61,5.8,16.3,7.7,4.1,2,10.7,64
22107,2015-01-01 08:00,14.5,323,20.7,1024.4,66,6.2,16.3,7.1,4.6,2.3,8,255
22107,2015-01-01 09:00,11.9,119,19.9,1025,63,5.3,16.2,7.8,5.8,2.9,9.1,71
22107,2015-01-01 10:00,12.8,49,21,1025.7,72,5.2,16.4,8.3,5.4,2.7,9.1,25
22107,2015-01-01 11:00,13.8,330,21.1,1026.3,68,5.3,16.5,8.4,5.3,2.7,9.1,2
22107,2015-01-01 12:00,15.4,327,21.3,1026,73,5.2,16.6,7.7,4.7,2.4,9.1,353
22107,2015-01-01 13:00,14.1,353,21.1,1025.7,95,3.5,16.6,7.5,4.9,2.5,9.1,354
22107,2015-01-01 14:00,12.7,335,17.8,1025,75,5,16.5,8.5,4.8,2.4,9.1,1
22107,2015-01-01 15:00,13.2,330,19.2,1025.3,77,5.6,16.4,6.8,4.4,2.2,9.1,9
22107,2015-01-01 16:00,12.9,7,17.8,1025.8,80,4.8,16.3,7.9,4.6,2.3,9.1,341
22107,2015-01-01 17:00,12.3,331,17.5,1025.8,70,5.8,16.3,7.4,4.8,2.4,9.1,342
22107,2015-01-01 18:00,13,317,18.5,1025.8,68,5.9,16.3,7,4.5,2.2,9.1,311
22107,2015-01-01 19:00,13.2,338,17.5,1026.3,67,6.3,16.4,5.5,4.3,2.2,9.1,249
22107,2015-01-01 20:00,12.9,348,17.1,1026.8,65,6.2,16.5,6.5,3.9,1.9,8,229
22107,2015-01-01 21:00,11.6,338,15.9,1027.6,64,6.5,16.5,5.8,3.8,1.9,9.1,219
22107,2015-01-01 22:00,10.7,334,15.4,1027.6,67,6.5,16.5,5.2,3.3,1.7,9.1,244
22107,2015-01-01 23:00,8.9,281,13.4,1027.5,61,6.7,16.5,4.9,3.6,1.8,8,1
22107,2015-01-02 00:00,9.5,328,14.7,1026.8,59,7.1,16.5,4.8,2.9,1.5,8,9
22107,2015-01-02 01:00,10.4,312,15.1,1026.7,61,7,16.5,5.1,3,1.5,8,15
22107,2015-01-02 02:00,9.8,328,13.6,1026.6,59,7,16.5,5.1,2.7,1.3,9.1,11
22107,2015-01-02 03:00,11.6,317,16.9,1026.4,66,7.3,16.5,4.3,2.6,1.3,8,14
22107,2015-01-02 04:00,10.5,307,15.4,1026.5,68,7,16.5,4.3,2.9,1.5,9.1,355
22107,2015-01-02 05:00,11.4,329,14.7,1026.1,58,7.6,16.5,4.2,2.7,1.3,8,358
22107,2015-01-02 06:00,11.4,301,15,1025.6,55,7.9,16.5,4.2,2.6,1.3,8,322
22107,2015-01-02 07:00,11.6,291,16.5,1025.4,58,8,16.5,5.6,3.1,1.6,7.1,241
22107,2015-01-02 08:00,11.7,328,16.5,1025.7,58,8.1,16.4,4.6,2.7,1.4,7.1,200
22107,2015-01-02 09:00,8.9,270,15.6,1025.9,55,8.1,16.4,4.1,2.7,1.4,7.1,184
22107,2015-01-02 10:00,8.1,333,15.8,1026.6,55,8.2,16.4,4.5,2.5,1.3,8,172
22107,2015-01-02 11:00,10.7,341,14.9,1026.8,58,8.4,16.3,4.3,2.5,1.2,8,115
22107,2015-01-02 12:00,9.7,309,14.6,1026.4,60,8.5,16.3,3.8,2.6,1.3,7.1,21
22107,2015-01-02 13:00,10.6,300,14.9,1025.7,64,8.6,16.3,4,2.4,1.2,7.1,23
22107,2015-01-02 14:00,12.4,308,17,1024.8,59,9.9,16.3,4.2,2.9,1.4,7.1,15
22107,2015-01-02 15:00,13,339,18.2,1024.5,58,10,16.3,4.7,3,1.5,7.1,1
22107,2015-01-02 16:00,13.3,307,19.2,1025,53,9.6,16.3,4.5,2.8,1.4,7.1,357
22107,2015-01-02 17:00,13,332,17.3,1025.3,53,9.5,16.4,4.5,3.1,1.6,7.1,359
22107,2015-01-02 18:00,12.1,328,17.2,1025.6,58,9.4,16.4,5.7,3.4,1.7,7.1,1
22107,2015-01-02 19:00,11.8,339,16.3,1026,60,8.9,16.3,4.5,3.2,1.6,8,329
22107,2015-01-02 20:00,10.9,303,15.2,1026.6,62,8.6,16.3,4.7,2.6,1.3,8,290
22107,2015-01-02 21:00,10.2,10,13.6,1027.5,69,7.8,16.2,4.4,2.6,1.3,8,223
22107,2015-01-02 22:00,10.2,12,14.5,1026.8,68,6.8,16.2,4.2,2.8,1.4,8,230
22107,2015-01-02 23:00,9.5,24,13.2,1027.3,67,6.7,16.2,4,2.9,1.4,8,278
22107,2015-01-03 00:00,8.2,0,11.7,1027.6,65,6.8,16.2,4,2.4,1.2,8,325
22107,2015-01-03 01:00,7.8,10,11.4,1027.6,62,6.7,16.2,3.4,2.1,1.1,7.1,334
22107,2015-01-03 02:00,7.9,359,11.7,1026.8,64,6.8,16.2,3.8,2,1,8,351
22107,2015-01-03 03:00,7.8,8,10.5,1026.7,65,7,16.2,2.8,1.7,.9,8,341
22107,2015-01-03 04:00,7.7,341,10.6,1026.8,64,6.9,16.2,3.1,1.7,.8,7.1,346
22107,2015-01-03 05:00,6.3,358,8.7,1026.6,63,6.7,16.2,2.9,1.6,.8,7.1,348
22107,2015-01-03 06:00,5.3,342,8.2,1026.4,65,6.8,16.2,2.4,1.5,.7,7.1,327
22107,2015-01-03 07:00,5.6,336,8.1,1026.9,64,7.2,16.2,2.3,1.5,.7,7.1,317
22107,2015-01-03 08:00,5.2,351,8.5,1026.1,65,7.5,16.2,1.8,1.3,.7,7.1,206
22107,2015-01-03 09:00,4.9,347,7.3,1026.5,66,7.6,16.3,2.6,1.2,.6,7.1,189
22107,2015-01-03 10:00,4.5,324,7.3,1026.7,65,8,16.4,2.2,1.3,.7,7.1,190
22107,2015-01-03 11:00,4.3,349,7.4,1026.6,64,8.2,16.4,1.8,1,.5,6.4,190
22107,2015-01-03 12:00,4.4,328,6.6,1026,61,8.5,16.3,1.8,1.2,.6,7.1,172
