지점,일시,풍속(m/s),풍향(deg),GUST풍속(m/s),현지기압(hPa),습도(%),기온(°C),수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec),파향(deg)
22107,2009-01-01 00:00,14,337,18.3,1024.9,72,5.7,17.1,5.2,2.8,1.4,3.8,332
22107,2009-01-01 01:00,12.4,331,17.5,1024.9,80,5.3,17,4.7,2.6,1.3,3.6,54
22107,2009-01-01 02:00,12.6,328,17.7,1024.5,80,5.5,17,4.6,2.8,1.4,4,318
22107,2009-01-01 03:00,13.9,324,18.2,1024.5,66,6,17,4.4,2.6,1.3,4.3,312
22107,2009-01-01 04:00,13,335,18.3,1025.1,74,4.7,17.1,4.6,2.7,1.3,8,313
22107,2009-01-01 05:00,14.2,334,19.7,1024.7,75,5.5,17,5.3,3.1,1.6,4.3,135
22107,2009-01-01 06:00,14.1,331,18.4,1024.5,71,5.3,16.9,4.7,3,1.5,8,320
22107,2009-01-01 07:00,14,332,19.5,1024.4,72,5.5,17,5.7,3.7,1.8,4,259
22107,2009-01-01 08:00,15.1,321,22.3,1024.9,77,4.7,17,5.7,3.2,1.6,4.3,308
22107,2009-01-01 09:00,14.6,343,18.8,1024.9,74,5.4,17.1,5.6,3.3,1.6,4.6,329
22107,2009-01-01 10:00,13.7,338,18.5,1025.7,77,5.3,17.1,5.2,3,1.5,3.8,301
22107,2009-01-01 11:00,14.2,341,18.4,1025.8,72,5.5,17.1,4.9,2.6,1.3,4.3,352
22107,2009-01-01 12:00,14.6,333,18.4,1026.1,69,5.6,17,4.5,2.9,1.4,4.9,279
22107,2009-01-01 13:00,14.6,340,18.9,1025.7,75,5.5,16.8,4.9,2.9,1.5,4.6,97
22107,2009-01-01 14:00,14.2,334,18.8,1025.2,72,5.7,16.8,4.2,2.9,1.4,4.3,297
22107,2009-01-01 15:00,13.7,342,18.7,1024.6,75,5.9,16.9,3.9,2.5,1.3,4.9,279
22107,2009-01-01 16:00,15,336,19.4,1024.5,72,5.6,17,4.9,2.9,1.5,3.8,333
22107,2009-01-01 17:00,14.3,338,18.6,1024.7,76,6,17,5.3,3.3,1.6,4.6,33
22107,2009-01-01 18:00,14.3,347,19.1,1025.2,75,6.2,17.1,5.9,3,1.5,4.6,310
22107,2009-01-01 19:00,14.1,340,19.1,1025.6,68,6.3,17,4.3,3.1,1.5,4.3,289
22107,2009-01-01 20:00,14,343,18.2,1026,72,6.5,16.9,4.8,2.8,1.4,3.8,318
22107,2009-01-01 21:00,14,346,18.3,1026.4,69,6.6,17,4.6,3,1.5,4.6,302
22107,2009-01-01 22:00,14.3,347,19.2,1026.5,64,6.6,17,4.9,2.9,1.5,4.9,329
22107,2009-01-01 23:00,13.4,336,18.8,1026.8,67,6.8,17,4.2,2.6,1.3,4,1
22107,2009-01-02 00:00,13.4,344,18.1,1026.9,69,6.8,17,3.8,2.6,1.3,4.6,12
22107,2009-01-02 01:00,12.5,348,15.9,1027,67,6.9,17,3.7,2.5,1.3,8,316
22107,2009-01-02 02:00,12.2,342,15.9,1026.9,63,7.1,16.9,3.7,2.2,1.1,4.6,131
22107,2009-01-02 03:00,12.3,342,15.8,1026.8,64,7,16.9,3.6,2.1,1.1,4.6,159
22107,2009-01-02 04:00,11.8,339,14.5,1027.2,66,7.2,17,4,2.3,1.1,4.6,7
22107,2009-01-02 05:00,11.5,346,14.6,1027.1,66,7.5,17.1,3.6,2.1,1.3,4.3,348
22107,2009-01-02 06:00,11.3,347,14.6,1027.3,70,7.4,17,3.4,2.3,1.1,4.3,303
22107,2009-01-02 07:00,12.1,352,15.9,1027.7,65,7.5,16.9,3.8,2.2,1.1,3.6,81
22107,2009-01-02 08:00,11.4,345,14.2,1027.9,65,7.6,16.9,4.1,2.4,1.2,4,312
22107,2009-01-02 09:00,11.8,339,15.2,1028.6,63,7.6,17,3.4,2.3,1.1,3.4,332
22107,2009-01-02 10:00,11.6,344,14.7,1029.2,70,7.7,17.1,4.8,2.5,1.3,3.8,329
22107,2009-01-02 11:00,11.3,338,14.5,1029.5,61,7.8,17.1,3.9,2.4,1.2,4.3,339
22107,2009-01-02 12:00,11.7,340,15.7,1029.2,68,7.9,17.1,3.4,2.2,1.1,3.6,308
22107,2009-01-02 13:00,11.5,336,14.6,1028.9,62,7.8,17.1,3.2,1.9,1,3.8,213
22107,2009-01-02 14:00,11.8,342,14.7,1028.2,63,7.9,16.9,3.6,1.9,1,3.8,264
22107,2009-01-02 15:00,11.8,336,15,1028,63,8.1,16.9,3,1.8,.9,4,136
22107,2009-01-02 16:00,12.2,336,16.4,1027.6,64,8.2,17.1,2.7,1.9,.9,3.8,320
22107,2009-01-02 17:00,11.8,341,15.8,1027.7,63,8.1,17.1,4,2,1,2.2,355
22107,2009-01-02 18:00,12.5,346,16.3,1027.6,64,8,17.2,3.2,2,1,3.8,324
22107,2009-01-02 19:00,12.5,338,15.9,1027.9,61,7.9,17.1,3.1,1.8,.9,3.4,314
22107,2009-01-02 20:00,11.5,349,14.5,1028.5,66,7.9,17,3,1.9,1,3.4,336
22107,2009-01-02 21:00,12.1,347,15.3,1028.4,65,7.8,16.9,3.1,2,1,3.6,317
22107,2009-01-02 22:00,12.2,354,15.2,1028.5,69,7.7,16.8,2.9,1.9,1,2.2,38
22107,2009-01-02 23:00,10.8,349,13.3,1028.8,59,7.5,16.8,2.7,1.9,.9,7.1,353
22107,2009-01-03 00:00,12.8,345,15.9,1028.4,66,7.7,16.8,3.6,1.9,1,7.1,347
22107,2009-01-03 01:00,12.6,345,15.1,1028.3,65,7.7,16.8,2.8,1.7,.9,4,171
22107,2009-01-03 02:00,11.6,342,15.1,1028.1,67,7.8,17,2.7,1.6,.8,2.2,69
22107,2009-01-03 03:00,11,341,13.8,1028,70,7.9,17.1,2.5,1.7,.8,4.6,12
22107,2009-01-03 04:00,12.1,340,15.2,1027.7,70,8.1,17.2,3,1.8,.9,2.3,191
22107,2009-01-03 05:00,12.3,344,15.6,1027.8,71,7.9,17.2,3,1.7,.8,2.1,347
22107,2009-01-03 06:00,11.4,341,14.3,1028,70,7.7,17.2,2.5,1.6,.8,7.1,339
22107,2009-01-03 07:00,11.7,335,14.7,1028.1,69,7.9,17.1,2.7,1.6,.8,5.3,105
22107,2009-01-03 08:00,12,335,14.3,1028.5,70,7.8,17.1,2.7,1.7,.8,2.1,161
22107,2009-01-03 09:00,11.8,340,15,1028.7,69,7.9,17,2.7,1.6,.8,2.1,302
22107,2009-01-03 10:00,11.9,347,15.5,1028.6,66,8.2,17.1,2.1,1.5,.7,2,329
22107,2009-01-03 11:00,11.1,339,13.8,1028.7,66,8.6,17.2,2.4,1.6,.8,2.2,347
22107,2009-01-03 12:00,9.2,340,11.3,1028.8,65,8.7,17.4,2.8,1.4,.7,2.2,14
22107,2009-01-03 13:00,8.2,329,10.3,1027.9,64,8.9,17.3,2.2,1.4,.7,2.1,256
22107,2009-01-03 14:00,7.5,326,10.2,1027.4,62,9.1,17.3,2.4,1.2,.6,4.9,24
22107,2009-01-03 15:00,8.4,322,11.3,1026.6,71,9,17,2.1,1.2,.6,2.8,264
22107,2009-01-03 16:00,8.2,325,11.1,1026.5,67,8.8,17.1,2,1.2,.6,4.6,195
22107,2009-01-03 17:00,7.9,323,10.6,1026.6,71,8.7,17.2,2.2,1.5,.7,5.3,340
22107,2009-01-03 18:00,8.8,321,10.5,1026.7,69,8.6,17.1,2.1,1.4,.7,4.9,148
22107,2009-01-03 19:00,10,330,13.3,1026.8,70,8.5,17.1,2.4,1.5,.7,4.9,15
22107,2009-01-03 20:00,10.4,335,13.3,1027,68,8.5,17,2.1,1.3,.7,2.1,322
22107,2009-01-03 21:00,10.4,335,13,1027.2,71,8.5,17.1,1.8,1.2,.6,2.1,154
22107,2009-01-03 22:00,10.3,344,12.8,1026.9,65,8.4,17.2,1.8,1.3,.6,2.4,168
