지점,일시,풍속1(m/s),풍향1(deg),GUST풍속 1(m/s),현지기압(hPa),습도(%),기온(°C),수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec),파향(deg)
22103,2012-01-01 00:00,9.5,332,13.3,1025,64,6.3,14.9,1.7,1,.5,3.6,222
22103,2012-01-01 01:00,9.6,338,12.5,1024.3,66,6.3,14.9,1.3,.9,.4,3.8,214
22103,2012-01-01 02:00,9.4,336,12.3,1023.9,65,6.2,14.8,1.3,.9,.5,3.8,212
22103,2012-01-01 03:00,9.2,330,13.9,1024,66,6.1,14.8,1.5,1,.5,3.8,217
22103,2012-01-01 04:00,9.5,350,12,1024.1,64,6.2,14.8,1.1,1,.5,3.8,206
22103,2012-01-01 05:00,6.6,345,9.4,1024.1,62,6.2,14.8,1.2,.8,.4,3.8,230
22103,2012-01-01 06:00,9.1,316,12.1,,62,6.7,14.8,1.3,.8,.4,3.4,231
22103,2012-01-01 07:00,7.3,331,10,1024.2,59,6.6,14.8,1,.7,.3,3.2,236
22103,2012-01-01 08:00,7.4,331,9.9,1024.4,64,6.5,14.9,1.1,.7,.4,2.9,250
22103,2012-01-01 09:00,8.4,333,11.2,1024.7,62,6.6,14.8,1.2,.8,.4,3.2,230
22103,2012-01-01 10:00,8,338,10.4,1025,48,7.2,14.6,.9,.6,.3,3,244
22103,2012-01-01 11:00,6.3,309,8.9,1024.9,55,6.9,14.5,1.1,.6,.3,3,241
22103,2012-01-01 12:00,8.6,307,12.4,1024.3,60,6.9,14.4,1,.7,.4,3.4,240
22103,2012-01-01 13:00,8.8,302,11.3,1022.9,55,7.5,14.6,1.5,.9,.5,3.8,213
22103,2012-01-01 14:00,10.8,299,14.3,1022,63,7.3,14.8,1.6,1,.5,4.3,215
22103,2012-01-01 15:00,11.6,310,14.3,1021.3,60,7.4,14.8,2,1.4,.7,4.6,211
22103,2012-01-01 16:00,10.5,308,13.4,1021.6,56,7.7,14.8,2.2,1.3,.7,4.6,199
22103,2012-01-01 17:00,13.9,331,17,1022,68,6.3,14.7,2.8,1.7,.8,4.9,207
22103,2012-01-01 18:00,13.7,313,18.1,1022.4,66,6.3,14.7,2.7,1.8,.9,5.8,170
22103,2012-01-01 19:00,13.5,321,18.2,1023.9,63,4.7,14.6,3.1,2.1,1.1,5.3,192
22103,2012-01-01 20:00,12.4,310,16.3,,60,3.7,14.6,2.9,2.1,1.1,5.3,199
22103,2012-01-01 21:00,12.9,334,16.7,1024.2,58,3.5,14.5,2.9,2,1,4.9,227
