지점,일시,풍속(m/s),풍향(deg),GUST풍속(m/s),현지기압(hPa),습도(%),기온(°C),수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec),파향(deg)
22104,2019-01-01 00:00,5.3,324,7.6,1031.3,42,6.6,15.4,1.9,1.2,.8,9.1,52
22104,2019-01-01 01:00,7.1,331,9.4,1031.2,41,6.1,15.4,2.2,1.4,1,12.8,71
22104,2019-01-01 02:00,8.4,335,10.3,1031.1,45,5.2,15.4,2.2,1.4,1,8,65
22104,2019-01-01 03:00,9.8,329,11.9,1031.2,51,4,15.4,2.1,1.4,1,10.7,54
22104,2019-01-01 04:00,9.7,334,11.8,1030.9,50,3.7,15.4,2.4,1.5,1.1,10.7,69
22104,2019-01-01 05:00,10.9,331,14.2,1030.4,56,2.9,15.4,2.2,1.5,1.1,12.8,88
22104,2019-01-01 06:00,10.3,328,13.7,1030.7,59,2.6,15.4,2.6,1.6,1.1,12.8,76
22104,2019-01-01 07:00,8.4,321,10.9,1030.9,62,2.6,15.4,2.5,1.6,1.2,12.8,65
22104,2019-01-01 08:00,9.7,316,13.1,1031.3,66,2.8,15.3,2.3,1.5,1,10.7,63
22104,2019-01-01 09:00,9.1,336,12.4,1031.1,66,3,15.3,2.5,1.6,1.1,9.1,70
22104,2019-01-01 10:00,8,323,10.3,1031.7,62,3,15.3,2,1.5,1,12.8,55
22104,2019-01-01 11:00,6.2,311,9.6,1031.8,55,3.4,15.3,2.1,1.3,.9,10.7,59
22104,2019-01-01 12:00,4.3,280,6.4,1031.2,53,3.6,15.3,2,1.2,.8,10.7,52
22104,2019-01-01 13:00,5.4,304,85.2,1029.6,55,4.4,15.4,1.9,1.2,.9,10.7,144
22104,2019-01-01 14:00,3.3,291,5.7,1029,49,4.5,15.4,1.9,1.1,.8,10.7,47
22104,2019-01-01 15:00,4.8,307,7.5,1028.6,50,5.4,15.4,1.5,1,.7,9.1,50
22104,2019-01-01 16:00,3.7,265,5.8,1028.8,48,5.9,15.4,1.8,1.2,.8,10.7,42
22104,2019-01-01 17:00,4.6,318,7.9,1028.8,46,6.3,15.5,2,1.2,.8,10.7,53
22104,2019-01-01 18:00,5.2,307,7.8,1029.1,49,6.4,15.9,1.9,1.1,.8,10.7,74
22104,2019-01-01 19:00,9.6,315,13,1029.6,55,5.9,15.8,1.9,1.2,.9,10.7,57
22104,2019-01-01 20:00,9.5,309,12.8,1030.4,55,4.6,15.4,2.1,1.3,.9,4.9,242
22104,2019-01-01 21:00,7.8,318,9.9,1030.8,56,4,14.6,2.1,1.2,.8,6.4,170
22104,2019-01-01 22:00,7.2,310,9.7,1030.6,55,3.7,14.6,1.7,1,.7,10.7,46
22104,2019-01-01 23:00,6.3,296,8.6,1031.2,56,3,14.5,1.5,1,.7,10.7,68
22104,2019-01-02 00:00,7.7,315,10.2,1031.4,52,2.8,14.6,1.7,.9,.7,10.7,88
22104,2019-01-02 01:00,8.7,326,11.4,1031.5,55,2.9,14.6,1.5,.9,.7,6.4,124
22104,2019-01-02 02:00,8.1,309,10.8,1032.3,55,2.4,14.6,1.5,1,.7,10.7,83
22104,2019-01-02 03:00,10.3,303,12.8,1031.3,59,2.7,14.6,1.6,1,.7,10.7,76
22104,2019-01-02 04:00,7,323,11.5,1032.3,55,2,15.3,1.7,1,.7,3.6,319
22104,2019-01-02 05:00,9.4,329,12,1031.9,54,2,15.6,1.7,1.1,.8,3.8,320
22104,2019-01-02 06:00,10.1,324,13.9,1031.5,58,2.1,15.8,2.1,1.2,.9,4.3,332
22104,2019-01-02 07:00,10.6,320,14,1031.5,61,1.9,16,2,1.2,.8,4.6,351
22104,2019-01-02 08:00,9.2,328,12.3,1032.5,61,1.8,16,1.9,1.1,.8,4.3,346
22104,2019-01-02 09:00,11.3,331,14.7,1032.2,61,2.4,15.8,1.6,1,.7,4,352
22104,2019-01-02 10:00,9.5,328,12.8,1033.3,58,2.4,15.8,1.6,1,.7,4,360
22104,2019-01-02 11:00,7.3,326,10.4,1033.2,58,2.5,15.8,1.7,1.1,.8,4.3,358
22104,2019-01-02 12:00,6.6,330,9.5,1032.4,56,3.3,15.9,1.6,.9,.6,4,359
22104,2019-01-02 13:00,6,311,8,1031.1,52,3.9,15.8,1.4,.9,.6,3.6,7
22104,2019-01-02 14:00,4.3,317,6.7,1030.6,47,4.4,16,1.4,.9,.6,5.8,74
22104,2019-01-02 15:00,4.3,319,6.2,1030.2,44,5.3,16,1.3,.8,.6,8,66
22104,2019-01-02 16:00,3.1,312,5.9,1030,43,6,16.1,1.3,.7,.5,5.3,68
22104,2019-01-02 17:00,3.6,316,6,1030.1,43,6.3,16.2,1.2,.7,.5,7.1,75
22104,2019-01-02 18:00,3.4,317,5.1,1030.5,42,6.6,16.2,1.3,.7,.5,8,65
22104,2019-01-02 19:00,3.5,329,5.9,1030.8,40,6.7,16.1,1,.7,.5,7.1,58
22104,2019-01-02 20:00,2.9,320,4.6,1030.9,40,6.2,16,1,.7,.5,9.1,68
22104,2019-01-02 21:00,4.6,317,7.5,1031,44,6.1,15.9,1,.6,.5,8,71
22104,2019-01-02 22:00,7.2,328,9.1,1030.7,43,5.7,15.6,1.2,.7,.5,8,66
22104,2019-01-02 23:00,8.1,323,10.3,1030.7,48,5.5,15.3,1.4,.8,.6,3.6,360
22104,2019-01-03 00:00,8.7,346,10.6,1030.8,53,4.6,14.9,1.7,.9,.6,3.8,1
22104,2019-01-03 01:00,10.1,337,12.8,1030.5,51,4.5,14.9,1.5,.9,.6,3.6,354
22104,2019-01-03 02:00,8.9,321,11.6,1031.1,58,4.2,14.9,1.6,1.1,.8,4,346
22104,2019-01-03 03:00,10.6,332,13.1,1031.3,55,3.8,14.9,1.5,1,.7,3.6,348
22104,2019-01-03 04:00,9.8,325,12.1,1031.2,58,3.6,14.8,1.8,1.2,.9,4,343
22104,2019-01-03 05:00,10.4,330,12.5,1031.1,58,3.3,14.9,1.6,1.2,.8,4,349
22104,2019-01-03 06:00,10.9,332,13.5,1030.9,52,3.3,15.3,1.9,1.1,.8,4.3,340
22104,2019-01-03 07:00,9.5,338,11.9,1031.5,50,3.7,15.6,1.8,1.1,.8,4,330
22104,2019-01-03 08:00,8.1,349,11,1031.7,50,3.7,15.5,1.7,1,.7,4.3,336
22104,2019-01-03 09:00,8.3,348,10.3,1032.6,53,3.6,15.6,1.9,1,.7,4,352
22104,2019-01-03 10:00,7.6,343,9.7,1033.2,54,3.7,15.5,1.6,1,.7,4.3,11
22104,2019-01-03 11:00,7.5,346,9.7,1033.5,49,4.3,15.5,1.5,1,.7,4,9
22104,2019-01-03 12:00,8.6,333,10.7,1033.3,44,4.7,15.4,1.3,.9,.6,3.6,356
22104,2019-01-03 13:00,5.5,354,6.7,1033,40,4.9,14.8,1.3,.8,.5,8,80
22104,2019-01-03 14:00,4.2,349,5.7,1032.3,35,5.3,14.8,1.3,.8,.5,3.8,31
22104,2019-01-03 15:00,3.1,352,4.9,1032.2,32,6.1,14.9,1.2,.8,.5,7.1,61
22104,2019-01-03 16:00,2.7,345,4.7,1032.2,31,6.9,14.9,1.3,.8,.5,8,58
22104,2019-01-03 17:00,4.2,342,5.8,1032.1,27,7.6,14.9,1.2,.8,.5,7.1,56
22104,2019-01-03 18:00,3.3,339,5.1,1032.4,28,8,14.9,1.3,.8,.6,8,55
22104,2019-01-03 19:00,3.3,335,5.2,1032.5,29,8.1,14.9,1.2,.7,.5,8,52
22104,2019-01-03 20:00,3.7,338,5.6,1032.4,28,8,15,1.2,.8,.6,8,65
22104,2019-01-03 21:00,3.9,331,5.4,1032.9,24,8,15.1,1.1,.7,.5,7.1,57
