지점,일시,풍속(m/s),풍향(deg),GUST풍속(m/s),현지기압(hPa),습도(%),기온(°C),수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec),파향(deg)
22103,2020-01-01 00:00,10,337,12.7,1033.6,59,2,14.5,1.7,1.2,.8,4.3,345
22103,2020-01-01 01:00,10.1,344,13.1,1033.2,66,2.3,14.6,1.9,1.3,.9,4.3,348
22103,2020-01-01 02:00,10.5,339,12.8,1033.1,57,2,14.5,1.9,1.2,.8,4.3,341
22103,2020-01-01 03:00,10.8,333,14.2,1033.2,61,1.9,14.5,1.6,1,.7,4.6,341
22103,2020-01-01 04:00,10.9,336,14,1033.6,59,2.4,14.4,1.9,1.2,.9,4,339
22103,2020-01-01 05:00,11.8,336,15.2,1033.3,65,2.1,14.4,1.7,1.1,.8,4,333
22103,2020-01-01 06:00,10,345,14.1,1033.5,63,2.6,14.4,1.7,1.2,.8,3.8,342
22103,2020-01-01 07:00,11.4,343,13.6,1033.5,67,2.3,14.4,1.8,1.3,.9,4.3,360
22103,2020-01-01 08:00,11.2,339,14.2,1034.3,69,2.9,14.4,2,1.2,.9,4.3,342
22103,2020-01-01 09:00,7.1,326,9.5,1034.6,70,3.2,14.4,1.6,.9,.7,4,354
22103,2020-01-01 10:00,7.9,336,10.5,1034.8,67,3.8,14.4,1.4,.8,.6,3.6,352
22103,2020-01-01 11:00,6.5,323,9.1,1035.2,66,4.1,14.4,1.4,.8,.6,3.4,344
22103,2020-01-01 12:00,6.4,317,10.2,1034.6,66,4.4,14.4,1.1,.8,.5,3.4,346
22103,2020-01-01 13:00,7.1,313,9.7,1033.1,68,4.7,14.4,1.2,.8,.5,3.4,325
22103,2020-01-01 14:00,6.3,318,9.1,1032.3,66,5.2,14.4,1.2,.7,.5,3.4,324
22103,2020-01-01 15:00,6.3,318,8.4,1031.7,65,6,14.4,1.2,.8,.5,3.2,323
22103,2020-01-01 16:00,6.7,299,9.4,1032.3,64,6.5,14.4,1.2,.8,.6,4,274
22103,2020-01-01 17:00,7.5,313,10.2,1032.7,64,6.8,14.4,1.2,.8,.5,4,263
22103,2020-01-01 18:00,8,319,10.5,1032.5,66,6.9,14.4,1.5,.9,.6,3.6,296
22103,2020-01-01 19:00,7.1,324,9,1032.7,64,6.1,14.2,1.5,.9,.6,3.6,316
22103,2020-01-01 20:00,6.4,327,9.2,1032.6,67,6.2,14.2,1.2,.7,.5,3.4,338
22103,2020-01-01 21:00,6.3,325,8.5,1032.5,66,6,14.2,1.1,.7,.5,4.6,270
22103,2020-01-01 22:00,6.9,331,9.3,1032.5,66,5.8,14.3,1.2,.7,.5,3.2,336
22103,2020-01-01 23:00,7.4,322,10.1,1032.7,65,6.1,14.6,1.1,.7,.5,3.4,356
22103,2020-01-02 00:00,8.3,327,10.9,1032.8,68,6,14.7,1.1,.8,.5,3.2,358
22103,2020-01-02 01:00,8.5,319,11.3,1032.5,70,6.2,14.8,1.2,.7,.5,3.6,344
22103,2020-01-02 02:00,8.5,324,11.2,1031.4,68,5.9,14.7,1.5,.8,.6,3.4,320
22103,2020-01-02 03:00,7.7,332,9.8,1030.9,70,6,14.7,1,.7,.5,3.4,329
22103,2020-01-02 04:00,8.3,328,10.3,1030.6,69,6.4,14.7,1.1,.7,.5,3.4,308
22103,2020-01-02 05:00,7.9,330,9.5,1030.8,70,6.2,14.7,1,.7,.5,3.6,292
22103,2020-01-02 06:00,7.1,325,9.5,1030.8,71,6.6,14.8,1.1,.7,.5,2.9,332
22103,2020-01-02 07:00,8.8,313,11.4,1031.5,72,6.7,15.2,1.2,.7,.5,3,310
22103,2020-01-02 08:00,7.7,311,10.8,1032.5,72,7.1,15.3,1.3,.7,.5,3,324
22103,2020-01-02 09:00,7.8,332,10.1,1032.4,71,6.9,15.3,1.1,.8,.5,3.4,325
22103,2020-01-02 10:00,8.1,332,11,1032.5,72,7,15.2,1.1,.7,.5,3.2,329
22103,2020-01-02 11:00,5.4,329,7.3,1032.8,70,6.8,15.3,1,.7,.5,3.4,324
22103,2020-01-02 12:00,6.1,324,8.1,1031.7,71,7.2,15.4,.9,.6,.4,3.2,321
22103,2020-01-02 13:00,6.2,311,8.2,1030.8,67,7.5,15.6,1.1,.6,.4,3.2,316
22103,2020-01-02 14:00,6.1,305,7.9,1030.3,70,8,15.7,1.2,.6,.4,3.4,309
22103,2020-01-02 15:00,7.3,301,9.2,1029.6,68,8.5,15.7,1.1,.7,.5,2.9,320
22103,2020-01-02 16:00,8,301,10.8,1029.5,67,9.2,15.7,1.1,.7,.5,3.6,299
